title,role_family
Embedded Software Engineer,software engineer
Embedded Software Engineer,software engineer
Embedded System Engineer,firmware engineer
Embedded Software Engineer (QGOV Division) - (Top Secret Clearance Highly Desired),software engineer
Embedded Software Engineer (NO C2C),software engineer
Staff Embedded Software Engineer,software engineer
Embedded Software Engineer - C++,software engineer
"Embedded Software Engineer, Connectivity/Wireless",software engineer
Remote Lead Embedded Software Engineer,software engineer
Engineer - Electrical Engineering (Entry Level),other
Senior Automation Systems Engineer,other
Engineer - Electrical Engineering (Entry Level),other
"PCBA Manufacturing Test Engineer, Amazon Leo",qa engineer
"PCBA Manufacturing Test Engineer, Amazon Leo",qa engineer
Electrical Engineer,other
Automation and Validation Engineer,other
Sr Automation Engineer,other
Mechanical/Electrical Engineer – MEP Building Systems,other
Test Engineer,qa engineer
EDI Specialist,other
Sr. Machine Learning Engineer - Realm-X,machine learning engineer
Lead Software Engineer - Front End/Full Stack (Singapore Based),software engineer
TWMS Web Developer | Active TS clearance,web developer
Lead Fullstack Engineer,other
"NIWC - Graduate I (Master's) UAV/ Robotic Design, Development, and Integration Project (Task No 43-042429)",other
"NIWC - Graduate I (Master's) UAV/ Robotic Design, Development, and Integration Project (Task No 43-042429)",other
RPA Engineer,other
RPA Developer,other
Junior RPA Developer,other
Junior RPA Developer,other
Robotic Systems & Integration Engineer,other
Software Engineer - Robotics Perception Sensors,software engineer
Summer 2026 Autonomy & Robotics Engineering Intern,other
Special Agent: STEM-Engineering Background,other
Senior Autonomy and Robotics Engineer,other
Electronic Controls Engineer I,other
Senior Autonomy and Robotics Engineer,other
RPA Developer,other
RPA Developer - Mid Level,other
Machine Learning Research Scientist,other
"Program Manager, Staff - Robotics",other
RPA Developer (UI Path) - DOD Clearance Eligible,other
Senior Electrical Engineer - Vehicle Sensor Systems,other
"Electrical Engineer, Chief Engineer",other
Senior Hardware Electrical Engineer,other
Sr Hardware Engineer,firmware engineer
Hardware Engineer II,firmware engineer
Senior Electrical Engineer,other
Hardware Compliance & Manufacturing Engineer,other
Hardware Design Engineer/ Hardware Product Development - Remote,other
Electrical Engineer,other
Sr. Electrical Engineer,other
Sr. Electrical Engineer,other
Senior Electrical Engineer,other
Electronics Engineer OR Principal Electronics Engineer - Subsystems - R10213443,firmware engineer
"Hardware Engineering Intern, Summer 2026",firmware engineer
FPGA Hardware Engineer,firmware engineer
Electrical Engineer (Must Have Knowledge OrCAD schematic capture),other
Senior Electrical Engineer,other
Electrical Engineer,other
Sr Electrical Engineer,other
Power Systems Engineer,other
Electrical Hardware Engineer,firmware engineer
Electrical Engineer - 022QE,other
Electrical Engineer,other
Sr. Electrical Engineer,other
Electrical Engineer - RF Electronics,other
Hardware Systems Engineer,other
Graphics ASICS Hardware Design Engineer,other
Electrical Engineer - Analog,other
Sr. Electrical Engineer,other
Electrical Engineer,other
Electrical Engineer,other
Field Electrical Engineer,other
Lead Electrical Engineer,other
RF Design Engineer,other
Staff Electrical Engineer,other
Electrical Engineer,other
Electrical Engineer,other
Principal Hardware Engineer,firmware engineer
Electrical Engineer,other
Electrical Technician - San Diego,other
Electrical Engineering Technician,other
Electrical Engineering Technician,other
Wastewater Electrical Control Specialist-24367708,other
Electrical Engineering Technician,other
Electrical Service Technician,other
Field Engineer - Electrical Construction,other
Transmission and Distribution Engineer I,other
Engineering Technician (Electrical),other
Specialist Engineer,other
Assistant Engineer II,other
Electrical Engineering I,other
Plant Process Control Electrician,other
Electrical Engineering Technician,other
Engineering Specialist - Electrical Engineering,other
Engineering Specialist - Electrical Engineering,other
MID-LEVEL ELECTRICAL ENGINEER,other
RF/Analog Design/Mixed-Signal Engineering Internship – Summer 2026,other
Physical Design Engineer - Multiple Levels,other
Project Engineer Intern - Fall 25,other
Project Engineer Intern - Spring 26,other
Principal Electrical Engineer USA,other
Electrical Engineer II - III,other
Substation Engineer,other
Electrical Technician,other
Electrical Engineer,other
"Electrical Engineer, Power Electronics and Li-Ion Battery Systems",other
Electrical Engineer II - Power (R3932),other
Senior Electronics Engineer,firmware engineer
"Senior Electrical Engineer, Power Electronics and Motor Control Firmware",firmware engineer
"Senior Electrical Engineer, Power Electronics and Motor Control Firmware",firmware engineer
Graphics (GPU) Hardware Project Engineer,other
Hardware Engineer (Tactical Network - CANES) | Active Secret clearance,firmware engineer
Test Equipment Engineer,other
Sr. Electrical Engineer (Must Have Strong Documentation Skills And Test Protocols),other
Hardware Quality Engineer,other
Test Equipment Engineer,other
Staff Electronics Engineer - Supplier Management Team (SMT) Lead - R10213078,firmware engineer
"Hardware Engineer/ Reliability Engineer(CAD, IEEE or IEC or FDA Required) - Remote",firmware engineer
"Electrical Engineer (Must 5 Yrs Exp in EE, Test Protocols &Documentation Skills)",other
Radar DSP Engineer,other
Hardware Quality Engineer - Remote,other
Junior Test Engineer,qa engineer
Staff Radar Electronics Engineer - R10193402-2,firmware engineer
Staff Engineer HW Platform Architecture IE-IOT,other
Senior Electrical Engineer,other
Hardware & Firmware Reverse Engineer,firmware engineer
Senior Principal Electronics Engineer - Supplier Management Team (SMT) Lead - R10213076,firmware engineer
"Senior Staff Engineer, NPI Packaging R&D",other
Principal OR Sr. Principal Electronics Engineer - Payloads - R10212002,firmware engineer
Electronic Security Systems (ESS) Engineer Technician,other
Technician 1 Repair & Maintenance,other
Technician 1 Repair & Maintenance,other
Principal Mechanical Engineer,other
Sr Principal Design Engineer - R10208199,other
(DoD SkillBridge) Principal Electronics (DEPLOYABLE) or Senior Principal Electronics Engineer (DEPLOYABLE) - R10199556,firmware engineer
(DoD SkillBridge) Principal Electronics (DEPLOYABLE) or Senior Principal Electronics Engineer (DEPLOYABLE) - R10199559,firmware engineer
Sr Automation Engineer,other
(DoD SkillBridge) Sr. Principal Electronics Engineer - Field Service Representative (FSR) Trainer - R10199608,firmware engineer
"Staff Software Engineer, AI/Machine Learning",software engineer
Deployment Engineer,other
Quality Assurance Manager,qa engineer
Senior DevSecOps Engineer (Hybrid),other
Vice President & General Manager,other
Vice President & General Manager,other
"Intern - R&D NPI Intern, Disposables – San Diego, CA – Summer 2026",other
Mechanical Engineer,other
R&D Mechanical Engineer,other
Mechanical Engineer,other
Assistant Engineer-25361506,other
Civil Engineer-Wastewater-24363506W,other
Entry-Level Structural Engineer | Designer,other
Senior Civil Engineer-25372008,other
Structural Intern,other
"Estimator, Civil (Remote)",other
Process Engineer,other
Industrial Engineer,other
Quality Engineer,other
Supplier Quality Engineer,other
Product Quality Engineer,other
Sr Manufacturing Engineer - 2nd Shift,other
Materials and Processes Engineer- Additive and Composites Manufacturing,other
Supplier Quality Engineer,other
Ingeniero de Manufactura I,other
Manufacturing Engineers,other
Supervisor Manufacturing Engineering,other
Senior Software Engineer – Real-Time Embedded Systems (Medical Devices),software engineer
Field Service Engineer,other
Project Engineer,other
Project Engineer – Water/Wastewater,other
Process Engineer - MX,other
Quality Engineer,other
Senior Water/Wastewater Engineer,other
Environmental Scientist II,other
"Vice President, Wastewater Engineer",other
"Vice President, Wastewater Engineer",other
Environmental Scientist I,other
Environmental Field Subconsultant (Phase I ESA / PCA) SoCal,other
Civil Engineer - Water/Wastewater,other
Senior Water Resources Engineer or Scientist,other
Project Water Engineer,other
Project Scientist Environmental,other
Environmental Field Subconsultant (Phase I ESA / PCA) SoCal,other
Project Engineer (San Diego Area),other
"Assistant Project Manager, Environmental Engineer or Geologist",project manager
Director of Engineering & Capital Projects/City Engineer,other
TRANSPORTATION ENGINEER (CIVIL),other
"Project Engineer - San Diego, CA",other
Early Career Environmental Scientist,other
Project Engineer,other
Early Career Environmental Scientist,other
CONTRACTOR - Environmental Health and Safety Engineer,other
Environmental Affairs Specialist (Environmental Health & Safety Professional I),other
Project Engineer,other
"Mid-Level Environmental Scientist, Geologist, or Engineer",other
Project Engineer,other
Structural Engineer (Water/Wastewater),other
Project Engineer,other
Propulsion Project Engineer,other
"Software Engineering, Frontend (Slack - Multiple levels)",software engineer
"Software Engineer, Truework",software engineer
Full Stack Software Engineer,software engineer
Software Engineer,software engineer
Software Engineer II,software engineer
Software Engineer Intern,software engineer
Data Engineer,data engineer
Senior Data Engineer,data engineer
Data Engineer,data engineer
"Data Engineer, Product Analytics",data engineer
Senior Analytics Engineer,data analyst
ML/AI Founding Engineer,other
AI/ML Engineer,machine learning engineer
"Principal, DevOps Engineer",devops engineer
Site Reliability Engineer,devops engineer
"Backend Engineer, Core Technology",backend engineer
Software Engineer (Backend/Fullstack),software engineer
Software Engineer,software engineer
Frontend Software Engineer,software engineer
Frontend Web Developer,frontend engineer
"Software Engineer, Front End",software engineer
Cloud Engineer,cloud engineer
AWS DevSecOps Engineer,other
Network Engineer,other
Network Engineer,other
Staff Network Engineer,other
Senior Networking Engineer,other
Senior Network Engineer,other
Network Architect,other
Network architect,other
"Network Production Engineer - Core Networking, Backbone",other
"Network Engineer, R&D Environments",other
Security Operations Center (SOC) Engineer,other
Security Engineer - Architecture,security engineer
Software Engineer,software engineer
Systems Engineer,other
Senior CI/CD & Build Systems Engineer,other
"Staff Site Reliability Engineer, User Protection SRE",devops engineer
Founding Site Reliability Engineer,devops engineer
Senior SRE,devops engineer
Senior Site Reliability Engineer / HPC - Pre-IPO Tech Leader,devops engineer
Embedded Systems Engineer,firmware engineer
"Software Engineer, Factory Firmware",software engineer
Embedded Software Engineer,software engineer
"Firmware Engineer, ASIC Drivers",firmware engineer
Embedded Software Engineer,software engineer
Firmware Engineer x 30 Openings,firmware engineer
Staff Embedded Software Engineer,software engineer
Firmware Engineer,firmware engineer
Staff Embedded Security Engineer,security engineer
Embedded Software Engineer,software engineer
"Software Engineer, Embedded",software engineer
Embedded Systems Engineer/Evaluator (Ph.D.),firmware engineer
BMC Firmware Engineer,firmware engineer
Senior Manufacturing Test Engineer,qa engineer
Python Developer,other
Senior Control Engineer,other
Data Center Electrical Automation Engineer,other
Python Automation Engineer,other
QA Software Engineer / Contract / Remote,software engineer
Sr. SDET/Sr. QA Engineer,qa engineer
